DepartmentDSC,Lat,Lon
MC-HRTVAS SPEC CLINIC,36.0914674,-79.7862926073625
AGI-ALAMANCE GI BURL,36.0641224454413,-79.5018710793899
AGI-ALAMANCE GI MEBANE,36.0772217346939,-79.263430122449
ARMC-PAIN MGMT CLINIC,36.0642015050826,-79.5017657847107
ARPA-AR PSYCH ASSOC,36.0642015050826,-79.5017657847107
ASC-ALAMANCE SKIN CTR,36.0821829079768,-79.5168155410323
AS-ALAMANCE SURGICAL,36.06062345,-79.4986376092697
AS-ALA SURG MEBANE,36.0772217346939,-79.263430122449
AVVS-VEIN AND VASC,36.0630615742299,-79.4956994712324
AAC-ALGY ASTH HP,35.9593294,-80.0097112
AAC-ALGY ASTH OAK RIDGE,36.1736211,-79.9892172
AAC-ALGY ASTH ASHEBORO,35.7062271632653,-79.8187701836735
AAC-ALGY ASTH GSO,36.0896476938776,-79.7887197755102
AAC-ALGY ASTH REIDSVILLE,36.3343826157471,-79.6908756296092
MC-AFIB CLINIC,36.0914674,-79.7862926073625
BFP-BURL FAM PRACTICE,36.06062345,-79.4986376092697
BUA-BURL UROLOGY ASSOC,36.0642015050826,-79.5017657847107
BUA-BURL URO ASSOC MEB,36.0772217346939,-79.263430122449
CD-CAROLINADERMCTR GSO,36.120897,-79.829794
ARMC-MAT FETAL CARE,36.0642015050826,-79.5017657847107
CWH-WOMEN'S HC MHP,36.0909235783131,-79.7838135708493
CWH-FAMILY TREE,36.3522146147631,-79.6689779961276
CWH-WOMEN'S HC FEMINA,36.0917124842315,-79.8173145278376
DWB-DWB OBGYN,36.1390534,-79.8660839994686
CWH-WOMEN'S HC MHP,36.04392635,-79.9650321547791
CWH-WOMEN'S HC KVILLE,36.1369172646846,-80.1068147807756
CHW-RENAISSANCE,36.0946382159357,-79.7437292949603
CWH-WOMEN'S HC STC,36.0644857,-79.606186
CAMC-CHILD ADVOCACY,36.07134105,-79.7912715
CHMG ENT SPECIALISTS,36.0879435549245,-79.7843166475334
CVD-REIDSVILLE,36.3537734,-79.6674748940916
CVD-ASHEBORO,35.7136246741359,-79.8145363053385
CVD-BURLINGTON,36.0642015050826,-79.5017657847107
CVD-CHURCH ST OFFICE,36.0913221081526,-79.7837343869086
CVD-EDEN,36.4764717959184,-79.7381477959184
CVD-MADISON,36.3886499,-79.9632874
CVD-HIGH POINT,36.04392635,-79.9650321547791
CVD-KERNERSVILLE,36.1369172646846,-80.1068147807756
CVD-NORTHLINE,36.088049,-79.834385
DWB-ORTHOCARE DWB,36.1390534,-79.8660839994686
OC-ORTHO CARE EDEN OCR-ORTHO CARE EDEN (Keeling),36.4916793521101,-79.7399276678666
OC-ORTHOCARE GSO OC-ORTHOCARE PHYSIATRY,36.0884470612245,-79.7916175714286
OC-ORTHOCARE PHYS THER,36.0884470612245,-79.7916175714286
OCR-ORTHO CARE REIDSVILLE,36.354861,-79.666096
OCR-ORTHO CARE AT WRFM,36.3882118,-79.9661703
CHMG PLASTIC SURG SPEC,36.0879435549245,-79.7843166475334
CR-RHEUM GREENSBORO,36.0901706122449,-79.7902518979592
CHCC-BURL MED ONC CHCC-BURL RAD THERAPY,36.0642015050826,-79.5017657847107
CHCC-AP CANCER CENTER,36.3537734,-79.6674748940916
CHCC-ASHEBORO CAN CTR,35.7024401428571,-79.7945006122449
CHCC-ASHEBORO CAN CTR,35.711334,-79.812723
CHCC Drawbridge,36.1390534,-79.8660839994686
CHCC-HIGH POINT,36.04392635,-79.9650321547791
CHCC-MED ONCOLOGY CHCC-GYN ONCOLOGY CHCC-RADIATION ONC CHCC-ONC COMM OUT,36.081338,-79.828421
CHW-CH COM HEALTH WELL,36.0887337,-79.785892
DPC-MC DEV PSYCH CTR,36.0905702957225,-79.8222713789586
FMC-FAM MED FACULTY FMC-FAM MED RESIDENT,36.0921074603862,-79.7837787693003
DWB-CVD DRAWBRIDGE,36.1390534,-79.8660839994686
IMP-INT MED CTR FACULTY,36.0914674,-79.7862926073625
IMP-INT MED CTR RES,36.0914674,-79.7862926073625
BH-PSYCH ASSOC GSO,36.082474,-79.823317
BH-PSYCH ASSOC GSO,36.0825875657508,-79.8255774184003
BH-OP CTR KERNERSVILLE,36.1369172646846,-80.1068147807756
BH-PSYCH ASSOC RVILLE,36.3543502906965,-79.6661365776117
SCC-PATIENT CARE CENTR,36.0825503527025,-79.8259425199821
CPR-PHYS MED AND REHAB,36.0913221081526,-79.7837343869086
DWB-DWB PRIMARY CARE,36.1390534,-79.8660839994686
PCK-PRIMARY CARE MKV,36.1369172646846,-80.1068147807756
PCE-PRI CARE ELMSLEY,36.003185,-79.793007
SMC-SMC HIGH POINT,36.04392635,-79.9650321547791
SMC-SPORTS MED CENTER,36.0923209341548,-79.783736769564
UCW-URGENT CARE WEND,36.0535593,-79.9087835
AUR-UROLOGY REIDSVILLE,36.3408169226395,-79.6820477577517
ARMC-WOUND CARE CNTR,36.0641224454413,-79.5018710793899
WCHC-WOUND HYPERBARIC,36.0825503527025,-79.8259425199821
CCMC-CHMG CS MED CNTR,36.06062345,-79.4986376092697
COX-COX FAMILY PRACT,35.7100141892806,-79.8105335693833
CFP-CRISS FAM PRACTICE,36.0693801428571,-79.3983205714286
CP-CROSSROADS PSYCH,36.0850664752275,-79.8857292116601
MJB-MARY JOHN BAXLEY,36.086674,-79.793998
EWC-ENCOMP WOMENS CARE,36.0641224454413,-79.5018710793899
GNA-GUILFORD NEURO GNA-PIEDMONT SLEEP CENTER,,
GCG-GYN CTR OF GSO,36.0905702957225,-79.8222713789586
MWM-MEDICAL WEIGHT MGT,36.0888275538449,-79.805569050165
ARMC-HRT FAIL CLINIC,36.061832,-79.5013769511672
LBBH-LB BEH MED BF,36.1317685,-79.864103125
LBBH-LB BEH MED BURLINGTON,36.067767462478,-79.5191834335165
LBBH DRAWBRIDGE,36.1390534,-79.8660839994686
LBBH-BEH MED GRANDOVER,36.1410794340353,-79.8856338737576
LBBH-LB BEH MED HP,36.04392635,-79.9650321547791
LBBH-MEDCENTR KVILLE,36.1369172646846,-80.1068147807756
LBBH-LB BEH MED OAK R,36.1736211,-79.9892172
LBBH-LB BEH MED SUMMER,36.1888309,-79.8894558
LBBH-LB BEH MED W REED,36.082582,-79.82332
LBPC-ENDOCRINOLOGY,36.0887337,-79.785892
LBGI-LB GASTRO OFFICE,36.083249,-79.824263
LBPC-BRASSFIELD,36.1317685,-79.864103125
LBPC-BURLINGTON,36.067767462478,-79.5191834335165
LBPC-GRANDOVER VILLAGE,35.9993844,-79.9071982
LBPC GREEN VALLEY,36.0899341063854,-79.8227620879475
LBPC-HORSE PEN CREEK OPRC-HORSE PEN CREEK,36.1410794340353,-79.8856338737576
LBPC-OAK RIDGE,36.162796122449,-79.9807892857143
LBPC-SUMMERFIELD,36.1888309,-79.8894558
LBN-NEUROLOGY GSO,36.0887337,-79.785892
LBPC-SOUTHWEST,36.04392635,-79.9650321547791
LBPU-BURLINGTON,36.0642015050826,-79.5017657847107
LBPU-PULMONARY CARE,36.0741191185028,-79.8455950474537
LBPU-PULMONARY HP,36.04392635,-79.9650321547791
LBPU-PULM CARE REIDSVL,36.3543502906965,-79.6661365776117
LBPC SPORTS MEDICINE,36.0899341063854,-79.8227620879475
MMC-MEBANE MED CLINIC,36.0772217346939,-79.263430122449
PS-PEDS COMPLEX CARE,36.0882103469388,-79.7891217959184
PS-CHILD NEUROLOGY,36.0882103469388,-79.7891217959184
PS-NEONATAL DEV CLINIC,36.0882103469388,-79.7891217959184
PS-NICU MEDICAL CLINIC,36.0882103469388,-79.7891217959184
PS-PED ENDOCRINOLOGY,36.0887337,-79.785892
PS-GASTROENTEROLOGY,36.0887337,-79.785892
PS-GENETICS,36.0887337,-79.785892
PS-PULMONOLOGY,36.0887337,-79.785892
PS-PEDIATRIC SURGERY,36.0887337,-79.785892
PFM-PIEDMONT FAM MED,36.0960581232849,-79.7792008386731
PP-PIEDMONT PEDIATRICS,36.0905702957225,-79.8222713789586
PSC-PIEDMONT SR CARE,36.0912054479541,-79.7888960675803
PPE-PREMIER PEDIATRICS,36.495067,-79.741188
RCID-CTR FOR INF DIS,36.0887337,-79.785892
IDC-ARMC INF DIS CTR,36.0642015050826,-79.5017657847107
NRE-DR. NAJEEB REHMAN,36.3543502906965,-79.6661365776117
REA-ENDOCRINOLOGY,36.3483410206557,-79.6677875177609
RFM-REIDSVILLE FAM MED,36.3522146147631,-79.6689779961276
RP-REIDSVILLE PEDIATRICS,36.3408487605062,-79.6820233625694
RPC-REIDSVILLE PRI CARE,36.3543502906965,-79.6661365776117
RFMC-RENAISSANCE FMC,36.0946382159357,-79.7437292949603
RDE-RET AND DIAB EYE,36.0910982040816,-79.7772230204082
RGA-ROCK GASTRO ASSOC,36.3603400149254,-79.6660087238806
RS-ROCKINGHAM SURGICAL,36.3408169226395,-79.6820477577517
SGMC-SG MED CNTR,36.0456347490618,-79.3958689789662
CH CENTER FOR CHILDREN,36.0887337,-79.785892
TCTS-CARDIAC GSO,36.0887337,-79.785892
TFC-ASHEBORO,35.708898,-79.822524
TFC-BURLINGTON,36.0832282963873,-79.5169355069588
TFC-GREENSBORO,36.1001923474736,-79.7816222220968
TFC-MEDCTR KVILLE,36.1369172646846,-80.1068147807756
TH-TRIAD HOSPITALISTS,36.0725767,-79.7868034
TH-PALLIATIVE CARE,36.0914674,-79.7862926073625
TIMA-TRIAD INT MED,36.0963530615157,-79.7787860461984
TRE-TRIAD RETINA EYE,36.0901706122449,-79.7902518979592
VVS-GREENSBORO,36.115096,-79.782827
VVS-REIDSVILLE,36.3543502906965,-79.6661365776117
WRFM-WEST ROCK FAM MED,36.3882118,-79.9661703
WS-WESTSIDE OBGYN CTR,36.0603160866437,-79.4962332190189
